Timestamp,Source_Node_ID,RSSI_dBm,Noise_Floor_dBm,PDR_Percentage,Packet_Drop_Count,Bit_Error_Rate,Throughput_Kbps,Jitter_ms,Label,SNR_dB,Class_ID
1764624957.5713167,21,-49.64,-90.82,99.1,0,0.0007101049298126395,226.2,4.54,Normal,41.17,0
1764624923.8713167,42,-39.76,-85.97,95.03,0,0.0005350072975416535,226.74,4.27,Normal,46.22,0
1764624012.8713167,9,-47.09,-46.03,5.68,62,0.19757079444522802,15.92,446.59,Jamming,-1.05,1
1764624040.6713166,38,-72.61,-45.25,24.63,74,0.15056419197856222,4.31,288.5,Jamming,-27.37,1
1764624250.7713165,46,-50.94,-49.77,18.52,54,0.15382875057961556,12.19,295.19,Jamming,-1.17,1
1764624897.8713167,33,-52.16,-89.69,99.06,0,0.0004941991738734162,250.02,4.41,Normal,37.53,0
1764624984.2713165,18,-38.0,-94.27,95.45,0,0.00019871472523592135,244.19,7.26,Normal,56.27,0
1764623770.1713166,1,-46.07,-86.56,98.17,0,0.0009221717741015377,252.54,4.06,Normal,40.49,0
1764623285.9713166,18,-46.91,-90.07,96.73,0,0.0008573693270642508,241.92,1.24,Normal,43.17,0
1764623872.2713165,8,-49.71,-92.9,96.66,0,0.0005715789358553974,241.57,9.25,Normal,43.19,0
1764623265.9713166,2,-48.57,-88.93,96.07,0,0.0009837762559508335,209.23,7.95,Normal,40.36,0
1764624712.3713167,5,-71.97,-46.4,23.57,71,0.1761627480403583,13.27,109.62,Jamming,-25.57,1
1764624930.7713165,22,-47.07,-87.56,96.55,0,0.0004163157640942669,194.56,3.21,Normal,40.5,0
1764624459.2713165,41,-37.15,-88.36,96.16,0,0.00020322706540004388,253.11,5.15,Normal,51.21,0
1764624891.1713166,27,-51.34,-51.95,0.15,93,0.29882847954569447,14.1,122.73,Jamming,0.6,1
1764624256.5713167,20,-42.97,-86.82,96.14,0,0.0008918033842157158,260.71,8.7,Normal,43.84,0
1764624503.3713167,35,-54.21,-88.53,98.86,0,0.00044343678109944913,244.07,3.79,Normal,34.31,0
1764623360.2713165,5,-46.76,-88.65,98.22,0,0.0004934644910329685,270.21,8.75,Normal,41.89,0
1764624153.1713166,22,-28.23,-93.39,92.36,7,0.0035787250082339912,291.76,108.58,Spoofing,65.15,2
1764623586.8713167,4,-62.77,-53.56,13.14,81,0.22694730505062846,19.89,164.88,Jamming,-9.21,1
1764624143.6713166,24,-32.43,-93.95,82.03,6,0.0067674066799082505,270.86,50.77,Spoofing,61.52,2
1764624043.9713166,18,-42.03,-89.2,97.47,0,0.0005802031192846718,250.73,3.79,Normal,47.17,0
1764623721.7713165,27,-43.55,-91.12,95.96,0,0.0004551614224014076,253.75,8.67,Normal,47.57,0
1764623218.2713165,16,-41.29,-90.32,97.4,0,0.0004350767596743764,272.47,6.02,Normal,49.02,0
1764624720.4713166,13,-40.82,-93.1,97.48,0,0.0007680295575009805,263.93,5.28,Normal,52.28,0
1764623666.2713165,43,-51.8,-90.67,99.41,0,0.0009053389693024854,244.39,8.24,Normal,38.87,0
1764625102.6713166,49,-39.91,-90.39,97.24,0,0.0002527547281468859,241.01,2.87,Normal,50.47,0
1764624272.1713166,43,-45.84,-88.59,95.69,0,0.0007152747445869728,259.43,5.73,Normal,42.75,0
1764624845.9713166,20,-50.92,-91.59,97.72,0,0.0009396248938554388,252.47,3.76,Normal,40.67,0
1764624218.1713166,35,-44.65,-88.59,98.68,0,0.0006008541094264392,247.1,8.55,Normal,43.94,0
1764624559.2713165,19,-45.3,-87.68,96.82,0,0.000740042821828537,243.1,3.48,Normal,42.39,0
1764624640.9713166,31,-51.68,-51.18,26.45,97,0.13102835414265393,7.96,196.4,Jamming,-0.5,1
1764624907.4713166,25,-39.83,-88.03,98.97,0,0.00032337363940244463,268.17,1.07,Normal,48.2,0
1764624340.5713167,12,-50.55,-49.24,15.04,95,0.21483150358385295,9.03,252.77,Jamming,-1.31,1
1764623934.8713167,28,-43.45,-92.97,97.83,0,0.00021327751135609787,207.13,8.15,Normal,49.52,0
1764623342.8713167,28,-62.83,-46.05,8.41,58,0.2815680576514439,8.2,186.98,Jamming,-16.79,1
1764624034.1713166,11,-44.92,-87.65,99.9,0,0.00017516371325064896,252.59,2.14,Normal,42.73,0
1764624104.3713167,8,-43.33,-87.77,95.34,0,0.00022806176611790045,290.78,2.19,Normal,44.45,0
1764624401.7713165,49,-51.46,-88.36,98.77,0,0.000775701533581736,254.65,7.23,Normal,36.9,0
1764624174.9713166,50,-40.34,-91.01,98.02,0,0.0008388509639099487,237.39,7.89,Normal,50.67,0
1764623680.1713166,35,-44.2,-43.78,4.02,55,0.21910334158042952,6.1,199.03,Jamming,-0.42,1
1764623502.7713165,29,-32.15,-92.67,84.63,0,0.0030997122647087546,281.03,50.51,Spoofing,60.52,2
1764624238.6713166,42,-44.32,-90.39,98.67,0,0.00086221796354536,242.33,1.65,Normal,46.07,0
1764625039.6713166,18,-31.26,-92.17,95.59,0,0.0005048847844337666,256.89,1.32,Normal,60.91,0
1764624620.7713165,12,-46.82,-92.94,99.77,0,0.0007796078104758414,269.73,2.35,Normal,46.12,0
1764624661.1713166,39,-42.65,-88.75,97.31,0,0.00015058840319878415,208.61,1.1,Normal,46.1,0
1764624070.8713167,25,-45.68,-92.13,99.43,0,0.00017924432430783125,282.69,1.63,Normal,46.45,0
1764623593.9713166,14,-40.8,-90.64,97.08,0,0.0007742253343908948,255.26,5.12,Normal,49.84,0
1764624049.4713166,39,-44.38,-95.02,97.09,0,0.0008998620764266505,214.55,8.03,Normal,50.64,0
1764624916.3713167,50,-43.15,-88.54,97.1,0,0.0006813614829343802,258.75,2.73,Normal,45.39,0
1764624530.3713167,34,-41.14,-46.15,13.17,77,0.14372642079955636,16.69,277.1,Jamming,5.01,1
1764624355.5713167,4,-41.93,-89.85,98.75,0,0.000989461472293754,260.98,6.14,Normal,47.92,0
1764623904.8713167,29,-39.64,-92.25,96.59,0,0.0004949454419903868,255.23,1.36,Normal,52.61,0
1764624723.5713167,28,-46.63,-94.58,95.68,0,0.0003053444683166093,222.27,1.67,Normal,47.95,0
1764624804.7713165,30,-51.03,-89.93,95.83,0,0.0007431216767903412,259.4,5.44,Normal,38.9,0
1764624139.2713165,15,-40.05,-88.76,99.1,0,0.0005100758633852162,240.47,5.97,Normal,48.71,0
1764623897.5713167,26,-35.28,-90.91,95.28,0,0.0006556131338898266,275.44,5.5,Normal,55.64,0
1764623643.0713167,40,-49.14,-88.71,97.72,0,0.0006673476387227605,269.28,5.08,Normal,39.57,0
1764623980.6713166,33,-55.16,-48.76,7.86,55,0.1021567357960561,9.88,235.31,Jamming,-6.4,1
1764624962.0713167,10,-46.81,-90.4,98.47,0,0.0007732886721546182,266.0,1.47,Normal,43.59,0
1764623706.3713167,34,-47.09,-90.15,98.42,0,0.0009751549724578574,264.49,9.27,Normal,43.06,0
1764623660.5713167,5,-59.3,-52.91,13.38,94,0.28924960046398174,6.36,428.54,Jamming,-6.4,1
1764625061.3713167,48,-50.7,-87.48,99.36,0,0.0009406889499411963,208.94,1.18,Normal,36.77,0
1764623561.1713166,15,-48.76,-87.32,96.97,0,0.0006085351199516674,256.63,5.76,Normal,38.56,0
1764624821.1713166,6,-31.8,-87.8,93.58,7,0.0060082407014010394,244.64,100.05,Spoofing,56.0,2
1764624485.8713167,44,-36.59,-87.29,98.32,0,0.0006750288741277044,212.13,7.38,Normal,50.7,0
1764623240.4713166,19,-43.43,-90.95,95.64,0,0.00033811379056007576,265.98,7.95,Normal,47.52,0
1764623592.7713165,14,-46.59,-88.8,99.48,0,0.00015625431240153727,310.27,8.62,Normal,42.21,0
1764623389.7713165,35,-46.56,-89.59,96.49,0,0.00014437355047143167,236.62,5.2,Normal,43.03,0
1764623192.1713166,34,-46.21,-90.27,99.94,0,0.0007979521267293575,211.79,2.94,Normal,44.06,0
1764624728.8713167,10,-60.23,-90.79,95.74,0,0.0004605535361519086,217.1,6.89,Normal,30.56,0
1764625126.0713167,38,-67.99,-49.06,21.22,67,0.26739335626406047,7.93,439.8,Jamming,-18.94,1
1764624406.8713167,47,-46.04,-92.35,95.52,0,0.00018314416863870282,252.37,3.23,Normal,46.31,0
1764623241.4713166,49,-74.39,-48.13,21.99,65,0.10960606705731042,6.67,214.65,Jamming,-26.27,1
1764624745.3713167,7,-30.4,-91.49,88.25,8,0.00655026619059624,244.06,107.98,Spoofing,61.09,2
1764624683.0713167,31,-46.62,-91.49,96.45,0,0.0004875741819765738,239.71,3.32,Normal,44.86,0
1764624814.2713165,49,-58.04,-46.6,0.06,81,0.2369389197404542,8.87,170.83,Jamming,-11.45,1
1764624959.4713166,46,-44.22,-89.59,99.26,0,0.0009732896117895546,226.39,2.01,Normal,45.37,0
1764623886.0713167,16,-75.49,-55.23,29.55,50,0.14663786582689645,17.38,498.83,Jamming,-20.26,1
1764623598.5713167,14,-43.81,-87.95,97.54,0,0.0002164638401411698,244.43,1.05,Normal,44.14,0
1764624083.3713167,3,-51.17,-89.72,97.37,0,0.00016650803486577764,229.36,5.25,Normal,38.54,0
1764624715.5713167,44,-25.74,-92.97,93.55,2,0.008328241884376312,313.4,100.01,Spoofing,67.23,2
1764624938.4713166,8,-68.94,-40.72,27.65,74,0.20653556510364324,5.52,225.13,Jamming,-28.22,1
1764624644.7713165,48,-36.26,-87.18,99.48,0,0.00024316276258267442,240.06,9.66,Normal,50.92,0
1764623941.4713166,36,-30.32,-91.99,92.36,8,0.002374193187661019,233.32,135.54,Spoofing,61.66,2
1764624151.9713166,37,-72.51,-49.82,0.28,77,0.14811568837554923,7.16,166.19,Jamming,-22.69,1
1764623534.1713166,5,-47.22,-89.98,96.73,0,0.0006488948912299047,230.4,6.26,Normal,42.76,0
1764623858.6713166,9,-41.92,-88.04,99.7,0,0.00032801038393585506,239.09,6.55,Normal,46.12,0
1764624378.6713166,3,-50.67,-90.17,97.28,0,0.0008411366006296938,267.79,3.65,Normal,39.51,0
1764623244.9713166,36,-67.55,-47.9,6.37,59,0.1548811405391084,13.04,391.41,Jamming,-19.65,1
1764624254.2713165,36,-50.79,-89.34,99.29,0,0.0009632701074625154,253.28,6.41,Normal,38.55,0
1764623211.0713167,26,-49.67,-49.26,14.51,89,0.10437011288399628,6.6,395.35,Jamming,-0.41,1
1764624252.6713166,26,-39.67,-90.16,98.71,0,0.0005790813926294321,244.1,3.35,Normal,50.49,0
1764623388.6713166,49,-46.07,-88.6,98.82,0,0.0006779005737474037,288.26,9.3,Normal,42.53,0
1764625086.1713166,40,-47.17,-92.07,96.06,0,0.0001833272322054343,221.24,4.43,Normal,44.9,0
1764623838.1713166,16,-45.55,-92.86,97.17,0,0.0007887787687690547,245.97,4.84,Normal,47.31,0
1764623415.1713166,32,-48.52,-87.76,99.5,0,0.000832697168648405,274.4,9.44,Normal,39.24,0
1764624337.8713167,40,-54.69,-46.71,10.53,60,0.26059602263317844,4.39,451.86,Jamming,-7.97,1
1764624944.0713167,6,-42.39,-89.76,98.49,0,0.0007625206335620096,239.18,7.98,Normal,47.37,0
1764625035.1713166,2,-43.86,-91.37,99.5,0,0.0008558681415377384,268.82,5.85,Normal,47.51,0
1764624796.9713166,13,-45.08,-88.14,95.69,0,0.00044779948726662524,247.5,3.33,Normal,43.06,0
1764625124.3713167,24,-29.04,-91.19,84.56,9,0.002300637111879132,255.6,116.67,Spoofing,62.15,2
1764623668.6713166,31,-51.18,-87.3,95.8,0,0.0009584165649182245,253.11,3.1,Normal,36.12,0
1764623492.7713165,29,-64.07,-47.25,26.07,69,0.18408746783388152,10.23,180.78,Jamming,-16.82,1
1764624383.4713166,35,-36.1,-91.53,96.53,0,0.0004046491321116665,263.31,5.75,Normal,55.43,0
1764624380.2713165,15,-54.01,-91.49,96.97,0,0.0007199005977433041,264.01,7.53,Normal,37.47,0
1764624438.5713167,16,-70.55,-53.49,18.81,67,0.13756530096579508,10.31,309.43,Jamming,-17.06,1
1764623641.2713165,48,-69.15,-48.75,27.35,64,0.10791685391976778,9.61,428.28,Jamming,-20.41,1
1764625077.7713165,39,-42.66,-90.63,98.77,0,0.0008442049384919871,236.43,4.58,Normal,47.96,0
1764624459.6713166,6,-40.24,-91.58,96.15,0,0.00040059087290377664,271.2,9.2,Normal,51.34,0
1764624138.0713167,17,-47.52,-89.51,99.61,0,0.000500670055807022,267.66,3.7,Normal,41.99,0
1764624103.0713167,5,-52.94,-87.52,97.36,0,0.000984703963998279,239.44,9.24,Normal,34.58,0
1764625046.3713167,27,-70.13,-61.78,14.12,61,0.23779563902521483,12.35,319.73,Jamming,-8.35,1
1764624160.8713167,5,-30.31,-89.57,94.78,2,0.006798577566236989,155.22,65.43,Spoofing,59.26,2
1764623780.2713165,18,-54.41,-91.44,99.0,0,0.0005794406648200093,290.91,1.88,Normal,37.03,0
1764623523.0713167,50,-52.4,-87.87,99.8,0,0.0002210173313616176,289.2,8.88,Normal,35.47,0
1764624086.6713166,14,-75.14,-46.66,16.04,59,0.22005818102468533,21.45,437.71,Jamming,-28.48,1
1764624127.2713165,19,-36.91,-90.05,97.61,0,0.0008705941238676646,301.73,7.39,Normal,53.14,0
1764623897.0713167,29,-56.63,-90.94,95.53,0,0.0002830713730059769,249.41,1.55,Normal,34.31,0
1764625107.5713167,40,-58.81,-49.39,1.65,54,0.28574404920081387,10.78,495.91,Jamming,-9.42,1
1764623807.1713166,32,-31.24,-51.76,21.03,71,0.229885156697337,12.5,484.61,Jamming,20.51,1
1764623229.2713165,41,-44.68,-91.11,98.57,0,0.00013105901038656665,273.25,8.64,Normal,46.42,0
1764624863.4713166,2,-44.02,-91.61,95.44,0,0.0009939339035382098,247.25,4.7,Normal,47.59,0
1764624758.9713166,31,-49.13,-89.42,95.69,0,0.0008279691129684604,208.13,9.02,Normal,40.29,0
1764623521.5713167,41,-43.24,-86.22,95.91,0,0.0004209715574988642,234.65,8.12,Normal,42.98,0
1764624606.8713167,14,-44.5,-91.69,99.55,0,0.0009946288910448846,249.04,7.47,Normal,47.19,0
1764623644.2713165,3,-29.28,-94.08,91.54,6,0.0016239554999649775,250.65,141.22,Spoofing,64.79,2
1764624823.3713167,39,-43.91,-90.36,95.06,0,0.0004151089932292409,265.42,5.52,Normal,46.45,0
1764623941.2713165,46,-45.43,-91.75,95.33,0,0.0007632663023959506,279.57,2.73,Normal,46.33,0
1764623238.9713166,43,-52.29,-92.71,96.36,0,0.0007997064351564912,241.42,7.04,Normal,40.42,0
1764623262.0713167,19,-43.58,-89.82,95.6,0,0.0007461605627862273,229.86,7.63,Normal,46.24,0
1764623987.2713165,49,-34.82,-94.12,99.6,0,0.00018836317902078793,292.57,5.79,Normal,59.3,0
1764624486.3713167,22,-50.75,-89.8,99.87,0,0.0009493894696277018,246.89,3.71,Normal,39.05,0
1764624804.8713167,26,-44.47,-88.67,96.79,0,0.0006848599370049189,249.66,8.92,Normal,44.21,0
1764623943.5713167,5,-38.09,-88.33,96.94,0,0.0005264684771413945,253.05,7.69,Normal,50.24,0
1764623213.0713167,48,-28.53,-88.24,84.87,2,0.007783665160369686,272.79,54.09,Spoofing,59.71,2
1764624690.7713165,44,-49.91,-91.62,98.15,0,0.000505671944204786,244.98,9.73,Normal,41.71,0
1764624677.2713165,15,-38.06,-93.95,98.3,0,0.00030961699746259665,279.66,8.78,Normal,55.89,0
1764623709.3713167,23,-42.47,-87.7,95.17,0,0.00013157643791925907,237.09,3.72,Normal,45.23,0
1764623382.1713166,38,-44.89,-89.98,96.44,0,0.0009504931821100733,230.64,9.28,Normal,45.1,0
1764623794.4713166,32,-51.29,-49.07,18.32,82,0.19822871624058913,5.89,244.47,Jamming,-2.22,1
1764624684.2713165,21,-37.49,-92.12,98.82,0,0.0006204212086839086,255.26,7.56,Normal,54.63,0
1764623233.8713167,23,-50.69,-55.5,5.75,76,0.23497169021062828,3.7,158.76,Jamming,4.82,1
1764624347.5713167,32,-50.83,-45.3,3.67,95,0.15789986458915456,10.44,174.36,Jamming,-5.54,1
1764623832.3713167,50,-42.65,-87.28,97.74,0,0.000301340855310399,261.97,2.92,Normal,44.62,0
1764623674.0713167,3,-38.67,-89.35,96.37,0,0.0004292823268457314,236.84,7.98,Normal,50.68,0
1764624591.5713167,22,-51.26,-88.07,99.42,0,0.0008462863507562226,229.31,3.17,Normal,36.82,0
1764624223.0713167,35,-43.99,-89.0,95.98,0,0.0006299028528741359,212.65,8.72,Normal,45.02,0
1764623790.9713166,7,-50.46,-91.34,95.35,0,0.0006206784574256552,238.56,3.61,Normal,40.87,0
1764625065.4713166,32,-44.41,-88.18,97.11,0,0.0005490443359554702,248.61,3.21,Normal,43.78,0
1764624556.5713167,15,-48.67,-91.74,96.73,0,0.0009486149642779583,231.98,5.09,Normal,43.06,0
1764624000.2713165,43,-68.9,-45.88,25.33,62,0.12005502545684439,7.67,261.93,Jamming,-23.02,1
1764624680.4713166,3,-47.51,-86.78,98.59,0,0.0006975936414461691,245.8,6.4,Normal,39.27,0
1764623419.8713167,49,-44.14,-91.89,99.02,0,0.0009989203173091175,257.77,1.47,Normal,47.74,0
1764623263.7713165,38,-31.98,-89.09,90.47,7,0.0037651175885217466,305.24,75.04,Spoofing,57.11,2
1764623460.3713167,28,-49.54,-90.7,98.03,0,0.00022809547949810967,270.82,7.86,Normal,41.16,0
1764624121.9713166,7,-64.53,-54.39,7.04,57,0.20766021068323387,10.11,374.06,Jamming,-10.14,1
1764624508.9713166,50,-48.03,-88.19,95.34,0,0.00045298119477752227,281.1,9.22,Normal,40.16,0
1764624517.2713165,21,-48.13,-93.78,95.57,0,0.0001263798920496481,266.91,2.73,Normal,45.65,0
1764625144.1713166,39,-46.07,-93.24,99.64,0,0.00018598937146781138,273.55,7.81,Normal,47.17,0
1764623396.2713165,13,-49.49,-93.5,99.04,0,0.0003734422623594387,214.52,4.77,Normal,44.02,0
1764623959.7713165,4,-46.73,-90.55,95.4,0,0.00022561851451687173,206.11,5.14,Normal,43.82,0
1764624616.9713166,5,-48.89,-44.88,8.44,92,0.2440408198720273,10.11,319.53,Jamming,-4.01,1
1764623546.5713167,39,-43.28,-44.96,0.0,98,0.19348772461372074,6.11,446.35,Jamming,1.68,1
1764623293.7713165,25,-50.31,-51.36,11.94,93,0.18015500428083253,9.03,496.84,Jamming,1.05,1
1764623625.3713167,28,-40.26,-90.68,96.89,0,0.0007360332253830468,279.72,3.21,Normal,50.43,0
1764623246.7713165,23,-45.0,-91.16,98.21,0,0.0001907330886486574,230.63,6.24,Normal,46.16,0
1764624647.6713166,37,-46.38,-89.4,97.6,0,0.0006556504554691473,235.78,6.37,Normal,43.02,0
1764624017.0713167,15,-42.69,-88.24,95.93,0,0.0005466905760759444,241.65,7.78,Normal,45.55,0
1764623722.2713165,37,-43.05,-87.58,98.41,0,0.0006459574799782268,294.86,1.54,Normal,44.53,0
1764623402.6713166,32,-44.04,-89.99,97.56,0,0.0006378239797281717,239.72,6.84,Normal,45.95,0
1764623813.1713166,48,-54.12,-91.18,97.51,0,0.0004032250572312697,275.39,1.34,Normal,37.06,0
1764624916.6713166,45,-56.34,-47.43,8.35,74,0.16263944890158738,8.62,265.65,Jamming,-8.91,1
1764624093.0713167,33,-30.22,-92.72,83.7,6,0.006238544039948536,277.08,115.55,Spoofing,62.5,2
1764623717.5713167,40,-26.85,-88.68,83.89,6,0.0022985039124905444,130.32,118.1,Spoofing,61.84,2
1764624453.9713166,26,-47.93,-91.41,96.03,0,0.0003788443526839234,207.76,8.82,Normal,43.49,0
1764625099.8713167,44,-48.19,-92.85,97.97,0,0.0004067935352339792,196.95,2.21,Normal,44.66,0
1764624250.8713167,41,-46.38,-89.93,98.75,0,0.000406554359443566,241.94,7.24,Normal,43.54,0
1764623893.8713167,45,-54.74,-50.03,21.67,68,0.2883086925549468,6.85,139.38,Jamming,-4.71,1
1764623483.5713167,25,-37.62,-89.91,95.31,0,0.0007144108268820475,239.26,8.54,Normal,52.29,0
1764624580.1713166,36,-50.75,-89.08,98.43,0,0.0002045570133056905,281.92,3.55,Normal,38.34,0
1764623824.8713167,36,-37.81,-90.52,97.98,0,0.0001447109564412864,264.98,9.32,Normal,52.71,0
1764624113.1713166,29,-50.45,-90.94,97.05,0,0.00028659669184106254,237.03,6.58,Normal,40.49,0
1764623891.6713166,48,-45.81,-88.65,99.32,0,0.00013846313944385115,243.14,3.74,Normal,42.84,0
1764623632.9713166,2,-41.95,-88.33,99.72,0,0.00029883850217859157,293.26,3.71,Normal,46.39,0
1764624823.5713167,2,-57.31,-53.96,9.28,82,0.11883335476460835,13.8,320.27,Jamming,-3.35,1
1764624513.9713166,18,-44.57,-90.76,99.13,0,0.0009533832393808264,255.84,4.05,Normal,46.19,0
1764623827.2713165,9,-46.55,-87.35,99.57,0,0.0005682535931205126,218.8,1.4,Normal,40.8,0
1764623601.1713166,40,-63.41,-47.23,4.4,79,0.23978080944065347,8.92,273.44,Jamming,-16.18,1
1764624994.9713166,43,-36.26,-89.25,97.91,0,0.00032119485173365937,231.47,8.05,Normal,52.99,0
1764625113.2713165,1,-44.38,-86.13,99.69,0,0.0005460125546312023,267.28,1.46,Normal,41.75,0
1764623394.8713167,31,-30.5,-88.51,93.03,1,0.00771702466521666,256.71,98.79,Spoofing,58.01,2
1764623973.7713165,4,-41.67,-89.8,95.57,0,0.00012570561082405897,251.51,2.09,Normal,48.14,0
1764624415.3713167,8,-51.15,-90.95,98.94,0,0.00044225107518709066,252.47,9.46,Normal,39.8,0
1764624270.8713167,7,-41.35,-88.02,97.26,0,0.00034292175840293913,258.16,4.51,Normal,46.67,0
1764623539.0713167,29,-52.16,-90.22,99.68,0,0.0004052518873728046,263.41,2.02,Normal,38.05,0
1764623906.1713166,29,-41.09,-89.38,96.99,0,0.0006947086964544012,265.02,9.1,Normal,48.29,0
1764624726.4713166,47,-45.85,-88.94,98.41,0,0.00017216606071767413,232.84,8.85,Normal,43.1,0
1764624353.5713167,7,-42.23,-89.24,98.71,0,0.0006031797470989503,257.34,8.39,Normal,47.02,0
1764624073.2713165,27,-66.66,-55.74,16.45,58,0.12052084110962691,5.2,471.59,Jamming,-10.91,1
1764623404.8713167,31,-45.7,-90.74,99.15,0,0.000827027136375662,256.85,5.1,Normal,45.04,0
1764623419.4713166,33,-37.29,-91.09,97.91,0,0.0008570587939667494,260.36,5.63,Normal,53.8,0
1764624812.9713166,39,-51.59,-87.86,95.45,0,0.000420205633203147,251.34,3.81,Normal,36.27,0
1764623541.9713166,47,-39.8,-89.62,97.46,0,0.0005552764940799199,234.72,5.93,Normal,49.82,0
1764623345.6713166,8,-50.7,-88.67,99.52,0,0.0008608509560679228,259.1,8.45,Normal,37.97,0
1764624535.6713166,3,-33.21,-94.85,85.6,6,0.0018189359786830342,186.61,125.62,Spoofing,61.65,2
1764623851.5713167,16,-39.36,-88.82,96.3,0,0.0005500830594325386,254.49,5.3,Normal,49.47,0
1764624326.1713166,27,-49.13,-92.92,95.65,0,0.0009605665009172691,261.22,9.67,Normal,43.79,0
1764623982.9713166,39,-49.04,-87.48,99.41,0,0.000985997324697858,204.64,3.93,Normal,38.44,0
1764624842.5713167,6,-32.52,-90.83,92.91,4,0.004187494447458055,211.46,68.21,Spoofing,58.31,2
1764623432.7713165,45,-49.52,-91.01,99.33,0,0.0005870039300139967,245.2,9.09,Normal,41.49,0
1764624979.1713166,4,-52.51,-88.86,95.17,0,0.00035005543582589804,282.14,4.5,Normal,36.35,0
1764625045.2713165,36,-41.44,-90.57,98.5,0,0.00027374555925386776,257.93,7.9,Normal,49.14,0
1764623621.6713166,20,-37.43,-89.17,99.26,0,0.0005037011234050575,288.45,5.75,Normal,51.75,0
1764624506.9713166,15,-50.04,-87.11,96.17,0,0.00045182733970214594,238.09,3.3,Normal,37.07,0
1764624943.9713166,46,-45.43,-88.77,98.07,0,0.0005761342189597976,233.16,2.44,Normal,43.35,0
1764624946.9713166,50,-47.57,-93.11,95.68,0,0.00032163737736105603,265.89,5.11,Normal,45.54,0
1764623348.2713165,7,-30.01,-91.08,85.12,6,0.0060730008667679285,228.38,111.81,Spoofing,61.07,2
1764625019.3713167,4,-47.69,-90.58,95.49,0,0.0005752927394996744,219.63,1.3,Normal,42.89,0
1764623951.7713165,36,-51.72,-92.67,98.2,0,0.0008608754844927105,249.56,3.16,Normal,40.95,0
1764623731.8713167,20,-43.42,-88.37,95.28,0,0.00011235267175624142,234.16,3.08,Normal,44.95,0
1764625058.6713166,14,-63.3,-45.67,18.27,85,0.10681347144242295,15.34,386.31,Jamming,-17.64,1
1764624591.0713167,3,-47.21,-85.89,97.04,0,0.00042897234491047026,268.37,3.42,Normal,38.67,0
1764623720.3713167,2,-69.04,-47.9,1.51,78,0.278922405207747,19.95,223.27,Jamming,-21.14,1
1764624862.7713165,28,-49.21,-91.64,97.0,0,0.0005632328567357145,206.59,6.98,Normal,42.43,0
1764624183.5713167,49,-38.25,-91.82,98.73,0,0.000365853785310461,208.61,7.67,Normal,53.57,0
1764624471.3713167,34,-30.18,-91.66,89.82,3,0.00807715557176348,355.45,146.73,Spoofing,61.48,2
1764624998.1713166,40,-62.15,-53.75,5.33,97,0.15733530074604912,11.14,109.19,Jamming,-8.4,1
1764625072.8713167,50,-41.08,-93.22,95.56,0,0.0002479298584685403,251.76,8.96,Normal,52.15,0
1764624384.7713165,11,-45.3,-89.26,96.71,0,0.0003837328267985032,240.57,5.75,Normal,43.96,0
1764624926.2713165,37,-50.2,-90.62,96.95,0,0.0003846957487077088,267.99,8.32,Normal,40.42,0
1764624726.9713166,5,-44.42,-88.31,97.24,0,0.00039171576838996873,252.87,6.58,Normal,43.89,0
1764623512.3713167,20,-46.22,-91.62,96.23,0,0.0003841907389919272,274.74,2.74,Normal,45.4,0
1764624770.9713166,20,-30.97,-89.24,81.76,3,0.009069486925312203,174.54,58.36,Spoofing,58.27,2
1764624544.2713165,19,-46.95,-92.94,97.89,0,0.0005276158547179225,246.98,6.23,Normal,45.99,0
1764625142.1713166,5,-42.36,-88.8,95.09,0,0.0009785411488512045,237.18,2.71,Normal,46.43,0
1764624303.3713167,8,-63.71,-50.78,16.65,83,0.20285815738400542,6.85,340.91,Jamming,-12.93,1
1764625103.6713166,48,-48.17,-91.33,96.03,0,0.0006219490613490366,260.66,2.42,Normal,43.15,0
1764624898.2713165,11,-49.23,-88.56,95.2,0,0.0006284571980698522,244.32,8.52,Normal,39.33,0
1764624416.5713167,15,-46.63,-89.21,95.83,0,0.0001016699254968571,240.04,8.02,Normal,42.59,0
1764623545.7713165,17,-48.86,-89.41,96.23,0,0.0006554960988376813,225.56,3.89,Normal,40.55,0
1764623775.3713167,33,-39.3,-93.68,98.85,0,0.0006311579048361646,235.72,6.27,Normal,54.38,0
1764623867.2713165,33,-59.41,-47.97,7.78,87,0.22321911557068636,9.41,342.71,Jamming,-11.45,1
1764624849.8713167,20,-43.05,-89.1,95.36,0,0.0002711372944424296,223.37,9.65,Normal,46.04,0
1764623990.8713167,9,-57.02,-40.78,15.75,70,0.19541342938692502,10.74,104.36,Jamming,-16.24,1
1764624059.3713167,2,-42.55,-88.17,95.62,0,0.0005907310671178105,229.91,8.13,Normal,45.62,0
1764625027.6713166,15,-46.98,-91.01,97.39,0,0.0006458702156642454,249.99,6.28,Normal,44.04,0
1764623322.4713166,26,-44.32,-89.18,98.4,0,0.0006060981775202643,287.28,8.29,Normal,44.86,0
1764623896.4713166,49,-57.23,-89.33,96.8,0,0.0002640009791934675,242.19,1.5,Normal,32.1,0
1764624966.6713166,28,-43.72,-86.58,96.75,0,0.0005424318157062728,255.33,5.76,Normal,42.87,0
1764624265.6713166,30,-55.23,-51.87,2.35,61,0.15886036794843114,6.5,400.3,Jamming,-3.36,1
